company_name,company_number,avatar,avatar_reason,company_type,pecr_status,incorporated,accounts_filing_category,size_proxy_note,sic_codes,registered_address,postcode,companies_house_url,email,email_source,lawful_basis,source,retrieved_at
HALSALL SECURITY LIMITED,06047759,A_CEILING_HIT,"established 2007, total-exemption-full filer",ltd,corporate subscriber,2007-01-10,total-exemption-full,"accounts category, NOT turnover",43290,"The Graduation Centre, Progress Drive, Cannock, Staffordshire",WS11 0JF,https://find-and-update.company-information.service.gov.uk/company/06047759,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:36:48+00:00
A.J.L. MIDLANDS ELECTRICAL SERVICES LTD,05831940,A_CEILING_HIT,"established 2006, total-exemption-full filer",ltd,corporate subscriber,2006-05-30,total-exemption-full,"accounts category, NOT turnover",43210,"1034 Old Lode Lane, Solihull, West Midlands",B92 8LJ,https://find-and-update.company-information.service.gov.uk/company/05831940,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:04+00:00
MB PLUMBING AND HEATING SERVICES LIMITED,SC630087,A_CEILING_HIT,"established 2019, total-exemption-full filer",ltd,corporate subscriber,2019-05-10,total-exemption-full,"accounts category, NOT turnover",43220,"C/O Mclay, Mcalister & Mcgibbon Llp, 145 St Vincent Street, Glasgow",G2 5JF,https://find-and-update.company-information.service.gov.uk/company/SC630087,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:06+00:00
ELLIS INTEGRATED SYSTEMS LIMITED,03206124,A_CEILING_HIT,"established 1996, total-exemption-full filer",ltd,corporate subscriber,1996-05-31,total-exemption-full,"accounts category, NOT turnover",43210,"Ellis House E6 Fareham Heights, Standard Way, Fareham, Hampshire",PO16 8XT,https://find-and-update.company-information.service.gov.uk/company/03206124,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:06+00:00
CERTIFIER LTD,09165077,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-08-06,total-exemption-full,"accounts category, NOT turnover",43210,"324 Southend Road, Wickford, Essex",SS11 8QS,https://find-and-update.company-information.service.gov.uk/company/09165077,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:08+00:00
ETJ ELECTRICAL LIMITED,10338730,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-08-19,total-exemption-full,"accounts category, NOT turnover",43210,"11 Cross Keys, Bearsted, Maidstone, Kent",ME14 4HR,https://find-and-update.company-information.service.gov.uk/company/10338730,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:09+00:00
BSF CONSUMABLES LTD,09170952,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-08-11,total-exemption-full,"accounts category, NOT turnover",43290; 43390,"58 Upper Mulgrave Road, Cheam, Sutton, Surrey",SM2 7AJ,https://find-and-update.company-information.service.gov.uk/company/09170952,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:09+00:00
L B SYSTEMS LIMITED,09181923,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-08-19,total-exemption-full,"accounts category, NOT turnover",43290,"4 Whitworth Drive, Randlay, Telford, Shropshire",TF3 2NN,https://find-and-update.company-information.service.gov.uk/company/09181923,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:13+00:00
ELECTROMATION LIMITED,03378239,A_CEILING_HIT,"established 1997, total-exemption-full filer",ltd,corporate subscriber,1997-05-30,total-exemption-full,"accounts category, NOT turnover",43210,"The Old Post Office, 41-43 Market Place, Chippenham, Wiltshire",SN15 3HR,https://find-and-update.company-information.service.gov.uk/company/03378239,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:15+00:00
S&S ELECTRICAL INSTALLATIONS LTD,10720861,A_CEILING_HIT,"established 2017, total-exemption-full filer",ltd,corporate subscriber,2017-04-11,total-exemption-full,"accounts category, NOT turnover",43210,"310 Wellingborough Road, Northampton",NN1 4EP,https://find-and-update.company-information.service.gov.uk/company/10720861,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:15+00:00
INVICTA ELECTRICAL & BUILDING SERVICES LIMITED,10184690,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-05-17,total-exemption-full,"accounts category, NOT turnover",43210; 43390,"Suite 3 Falcon Court Business Centre, College Road, Maidstone, Kent",ME15 6TF,https://find-and-update.company-information.service.gov.uk/company/10184690,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:19+00:00
JLO PROJECTS LTD,12216048,A_CEILING_HIT,"established 2019, total-exemption-full filer",ltd,corporate subscriber,2019-09-19,total-exemption-full,"accounts category, NOT turnover",43210; 43320; 70229,"50 Moorland View, Stoke-On-Trent",ST6 7NG,https://find-and-update.company-information.service.gov.uk/company/12216048,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:21+00:00
BUTLER BATHROOM & KITCHEN SOLUTIONS LIMITED,08195691,A_CEILING_HIT,"established 2012, total-exemption-full filer",ltd,corporate subscriber,2012-08-30,total-exemption-full,"accounts category, NOT turnover",43290,"30 Hamilton Road, Ashton-In-Makerfield, Wigan, Lancashire",WN4 0SU,https://find-and-update.company-information.service.gov.uk/company/08195691,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:27+00:00
HARLINGTON ELECTRICAL SERVICE LTD,10319360,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-08-09,total-exemption-full,"accounts category, NOT turnover",43210,"34 Iverna Gardens, Feltham",TW14 9RQ,https://find-and-update.company-information.service.gov.uk/company/10319360,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:28+00:00
R HUGHES PLUMBING & HEATING LIMITED,10325932,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-08-11,total-exemption-full,"accounts category, NOT turnover",43220,"7 Laureate Paddocks, Newmarket",CB8 0AP,https://find-and-update.company-information.service.gov.uk/company/10325932,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:29+00:00
FIXITCO LTD,08668033,A_CEILING_HIT,"established 2013, unaudited-abridged filer",ltd,corporate subscriber,2013-08-29,unaudited-abridged,"accounts category, NOT turnover",43220,"110 Carlton Avenue East, Wembley, Middlesex",HA9 8LY,https://find-and-update.company-information.service.gov.uk/company/08668033,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:30+00:00
S & S SHETLIFFE LIMITED,05199528,A_CEILING_HIT,"established 2004, unaudited-abridged filer",ltd,corporate subscriber,2004-08-06,unaudited-abridged,"accounts category, NOT turnover",43220,"8 Chapel Street, Belper, Derbyshire",DE56 1AR,https://find-and-update.company-information.service.gov.uk/company/05199528,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:31+00:00
DPM PLUMBING AND HEATING LIMITED,09607882,A_CEILING_HIT,"established 2015, unaudited-abridged filer",ltd,corporate subscriber,2015-05-26,unaudited-abridged,"accounts category, NOT turnover",43220,"38 St. Marys Way, Longfield, Kent",DA3 7PD,https://find-and-update.company-information.service.gov.uk/company/09607882,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:33+00:00
NATIONWIDE HEATING AND COOLING LIMITED,07249143,A_CEILING_HIT,"established 2010, total-exemption-full filer",ltd,corporate subscriber,2010-05-11,total-exemption-full,"accounts category, NOT turnover",43220,"37 Atley Business Park, Cramlington, Northumberland",NE23 1WP,https://find-and-update.company-information.service.gov.uk/company/07249143,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:34+00:00
C & J ELECTRICAL INSTALLATIONS LTD.,SC281917,A_CEILING_HIT,"established 2005, total-exemption-full filer",ltd,corporate subscriber,2005-03-21,total-exemption-full,"accounts category, NOT turnover",43210,"Unit 5, Strathclyde Business Centre 416 Hamilton Road, Cambuslang, Glasgow",G72 7XR,https://find-and-update.company-information.service.gov.uk/company/SC281917,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:36+00:00
A WEAVER ELECTRICAL LIMITED,09043137,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-05-16,total-exemption-full,"accounts category, NOT turnover",43210,"39 Berrowside Road, Birmingham",B34 7LD,https://find-and-update.company-information.service.gov.uk/company/09043137,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:37+00:00
T G AIR-CONDITIONING LTD,07734363,A_CEILING_HIT,"established 2011, total-exemption-full filer",ltd,corporate subscriber,2011-08-09,total-exemption-full,"accounts category, NOT turnover",43220,"37 Norton Hall Lane, Norton Canes, Cannock",WS11 9PG,https://find-and-update.company-information.service.gov.uk/company/07734363,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:38+00:00
IRH ELECTRICAL SERVICES LTD,07597723,A_CEILING_HIT,"established 2011, total-exemption-full filer",ltd,corporate subscriber,2011-04-08,total-exemption-full,"accounts category, NOT turnover",43210,"75 Bournemouth Road, Chandlers Ford, Eastleigh, Hampshire",SO53 3AP,https://find-and-update.company-information.service.gov.uk/company/07597723,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:40+00:00
GLENFIELD INSTALLATIONS LTD,07884811,A_CEILING_HIT,"established 2011, total-exemption-full filer",ltd,corporate subscriber,2011-12-16,total-exemption-full,"accounts category, NOT turnover",43290,"35 Grace Dieu Road, Whitwick, Coalville",LE67 5AN,https://find-and-update.company-information.service.gov.uk/company/07884811,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:40+00:00
O J GAS SERVICES LTD,11434306,A_CEILING_HIT,"established 2018, total-exemption-full filer",ltd,corporate subscriber,2018-06-26,total-exemption-full,"accounts category, NOT turnover",43220,"86 Welham Road, Norton, Malton",YO17 9DS,https://find-and-update.company-information.service.gov.uk/company/11434306,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:42+00:00
DMG PLUMBING & HEATING LIMITED,08987352,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-04-09,total-exemption-full,"accounts category, NOT turnover",43220,"4 Capricorn Centre, Cranes Farm Road, Basildon, Essex",SS14 3JJ,https://find-and-update.company-information.service.gov.uk/company/08987352,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:46+00:00
EASYJETTING SOLUTIONS LIMITED,13426186,A_CEILING_HIT,"established 2021, total-exemption-full filer",ltd,corporate subscriber,2021-05-28,total-exemption-full,"accounts category, NOT turnover",43220,"60 Barnacres Road, Hemel Hempstead",HP3 8JQ,https://find-and-update.company-information.service.gov.uk/company/13426186,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:48+00:00
GRANGE HOME SOLUTIONS LTD,10774373,A_CEILING_HIT,"established 2017, total-exemption-full filer",ltd,corporate subscriber,2017-05-17,total-exemption-full,"accounts category, NOT turnover",43210,"20 West Grange, Sunderland",SR5 1NT,https://find-and-update.company-information.service.gov.uk/company/10774373,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:48+00:00
GRAY SCOTT LTD,05816238,A_CEILING_HIT,"established 2006, total-exemption-full filer",ltd,corporate subscriber,2006-05-15,total-exemption-full,"accounts category, NOT turnover",43210,"Fisher Granary Fisher Lane, South Mundham, Chichester, West Sussex",PO20 1ND,https://find-and-update.company-information.service.gov.uk/company/05816238,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:49+00:00
ACCTIVE SYSTEMS LIMITED,03202850,A_CEILING_HIT,"established 1996, total-exemption-full filer",ltd,corporate subscriber,1996-05-23,total-exemption-full,"accounts category, NOT turnover",43210,"Capscade Yard, Station Road, Edenbridge, Kent",TN8 5NB,https://find-and-update.company-information.service.gov.uk/company/03202850,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:51+00:00
TJ ELECTRICAL SOLUTIONS LTD,13405725,A_CEILING_HIT,"established 2021, total-exemption-full filer",ltd,corporate subscriber,2021-05-18,total-exemption-full,"accounts category, NOT turnover",43210,"Unit A3, Worsley Bridge Road, London",SE26 5BN,https://find-and-update.company-information.service.gov.uk/company/13405725,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:55+00:00
TNS ELECTRICAL CONTRACTORS LTD,11587237,A_CEILING_HIT,"established 2018, total-exemption-full filer",ltd,corporate subscriber,2018-09-25,total-exemption-full,"accounts category, NOT turnover",43210,"Unit 1 2a Foulden Road, London",N16 7UR,https://find-and-update.company-information.service.gov.uk/company/11587237,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:37:57+00:00
K.W. ELECTRICAL (HEREFORD) LTD,09057476,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-05-27,total-exemption-full,"accounts category, NOT turnover",43210,"First Floor Hereford House, 3 Offa Street, Hereford",HR1 2LL,https://find-and-update.company-information.service.gov.uk/company/09057476,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:00+00:00
APS ELECTRICAL (LONDON) LTD,09220326,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-09-16,total-exemption-full,"accounts category, NOT turnover",43210,"123 Cross Lane East, Gravesend, Kent",DA12 5HA,https://find-and-update.company-information.service.gov.uk/company/09220326,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:01+00:00
ONSITE ELECTRICAL LIMITED,06391033,A_CEILING_HIT,"established 2007, total-exemption-full filer",ltd,corporate subscriber,2007-10-05,total-exemption-full,"accounts category, NOT turnover",43210,"Lydmore House, St Ann's Fort, Kings Lynn, Norfolk",PE30 2EU,https://find-and-update.company-information.service.gov.uk/company/06391033,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:02+00:00
KRASI 23 ELECTRICAL LIMITED,09540310,A_CEILING_HIT,"established 2015, unaudited-abridged filer",ltd,corporate subscriber,2015-04-14,unaudited-abridged,"accounts category, NOT turnover",43210,"36 Freshfield Drive, London",N14 4QW,https://find-and-update.company-information.service.gov.uk/company/09540310,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:07+00:00
MELLEX GROUP LIMITED,SC423284,A_CEILING_HIT,"established 2012, small filer",ltd,corporate subscriber,2012-05-02,small,"accounts category, NOT turnover",43290,"Crossmill , Glasgow Road, Barrhead, Glasgow",G78 1TG,https://find-and-update.company-information.service.gov.uk/company/SC423284,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:18+00:00
THE UTILITY SOLUTIONS GROUP LTD,SC624784,A_CEILING_HIT,"established 2019, total-exemption-full filer",ltd,corporate subscriber,2019-03-18,total-exemption-full,"accounts category, NOT turnover",43290,"34 Union Street, Stonehouse, Larkhall",ML9 3LF,https://find-and-update.company-information.service.gov.uk/company/SC624784,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:19+00:00
MARK TIBBS LIMITED,03358942,A_CEILING_HIT,"established 1997, total-exemption-full filer",ltd,corporate subscriber,1997-04-23,total-exemption-full,"accounts category, NOT turnover",43220,"333a Limpsfield Road, Hamsey Green, South Croydon, Surrey",CR2 9DH,https://find-and-update.company-information.service.gov.uk/company/03358942,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:21+00:00
DART ELECTRICS LIMITED,04459649,A_CEILING_HIT,"established 2002, total-exemption-full filer",ltd,corporate subscriber,2002-06-12,total-exemption-full,"accounts category, NOT turnover",43210,"Unit 6 Old Market Field Industrial Estate, Witheridge, Tiverton, Devon",EX16 8TA,https://find-and-update.company-information.service.gov.uk/company/04459649,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:22+00:00
ASHLEY MALLABURN PLUMBING & HEATING SERVICES LTD,10200143,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-05-26,total-exemption-full,"accounts category, NOT turnover",43220,"7 & 8 Kingfisher Way, Silverlink Business Park, Wallsend, Tyne And Wear",NE28 9NX,https://find-and-update.company-information.service.gov.uk/company/10200143,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:24+00:00
CC ELECTRICS LTD,09002284,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-04-17,total-exemption-full,"accounts category, NOT turnover",43210,"71-75 Shelton Street, Covent Garden, London",WC2H 9JQ,https://find-and-update.company-information.service.gov.uk/company/09002284,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:25+00:00
SHARPLES & WHITE LIMITED,07075320,A_CEILING_HIT,"established 2009, unaudited-abridged filer",ltd,corporate subscriber,2009-11-13,unaudited-abridged,"accounts category, NOT turnover",43220,"11 Whitbeam Grove, Hindley, Wigan",WN2 3SQ,https://find-and-update.company-information.service.gov.uk/company/07075320,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:26+00:00
APPROVED AIR LIMITED,05040908,A_CEILING_HIT,"established 2004, total-exemption-full filer",ltd,corporate subscriber,2004-02-11,total-exemption-full,"accounts category, NOT turnover",43290,"The Mill House The Stables Business Park, Bristol Road, Rooksbridge, Somerset",BS26 2TT,https://find-and-update.company-information.service.gov.uk/company/05040908,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:31+00:00
ARBEROZE PLUMBING & HEATING LTD,13266483,A_CEILING_HIT,"established 2021, total-exemption-full filer",ltd,corporate subscriber,2021-03-15,total-exemption-full,"accounts category, NOT turnover",41202; 43220; 43999,"596 Green Lanes London Green Lanes, London",N13 5RY,https://find-and-update.company-information.service.gov.uk/company/13266483,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:32+00:00
SYCAMORE SERVICES - SOUTH LIMITED,10426712,A_CEILING_HIT,"established 2016, total-exemption-full filer",ltd,corporate subscriber,2016-10-13,total-exemption-full,"accounts category, NOT turnover",16230; 43220,"3 Sycamore Close, North Baddesley, Southampton",SO52 9DG,https://find-and-update.company-information.service.gov.uk/company/10426712,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:34+00:00
S.P. MARKS SERVICES LTD.,03294164,A_CEILING_HIT,"established 1996, total-exemption-full filer",ltd,corporate subscriber,1996-12-18,total-exemption-full,"accounts category, NOT turnover",43220,"Artisans House, 7 Queensbridge, Northampton, Northamptonshire",NN4 7BF,https://find-and-update.company-information.service.gov.uk/company/03294164,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:37+00:00
DIRECT COOLING SYSTEMS LIMITED,04118287,A_CEILING_HIT,"established 2000, total-exemption-full filer",ltd,corporate subscriber,2000-12-01,total-exemption-full,"accounts category, NOT turnover",43220,"Oswaldtwistle Mills Business & Conference Centre Clifton Mill, Pickup Street, Accrington",BB5 0EY,https://find-and-update.company-information.service.gov.uk/company/04118287,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:41+00:00
K-SPARKS ELECTRICAL SERVICES LTD,08301952,A_CEILING_HIT,"established 2012, total-exemption-full filer",ltd,corporate subscriber,2012-11-21,total-exemption-full,"accounts category, NOT turnover",43210,"5 Ducketts Wharf, South Street, Bishop's Stortford, Hertfordshire",CM23 3AR,https://find-and-update.company-information.service.gov.uk/company/08301952,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:42+00:00
CASS ELECTRIC COMPANY LIMITED,02000305,A_CEILING_HIT,"established 1986, total-exemption-full filer",ltd,corporate subscriber,1986-03-14,total-exemption-full,"accounts category, NOT turnover",43210,"Units 10-11 Gateway Place, Parkgate, Rotherham",S62 6LL,https://find-and-update.company-information.service.gov.uk/company/02000305,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:48+00:00
AVONVIEW DESIGN & BUILD LIMITED,09045453,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-05-19,total-exemption-full,"accounts category, NOT turnover",43290,"Lumaneri House Blythe Valley Business Park, Blythe Gate, Solihull",B90 8AH,https://find-and-update.company-information.service.gov.uk/company/09045453,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:49+00:00
P J BROCKBANK LTD,04436832,A_CEILING_HIT,"established 2002, total-exemption-full filer",ltd,corporate subscriber,2002-05-13,total-exemption-full,"accounts category, NOT turnover",43290,"2 Toomers Wharf, Canal Walk, Newbury, Berkshire",RG14 1DY,https://find-and-update.company-information.service.gov.uk/company/04436832,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:50+00:00
EXCEL GAS SERVICES LIMITED,04852764,A_CEILING_HIT,"established 2003, total-exemption-full filer",ltd,corporate subscriber,2003-07-31,total-exemption-full,"accounts category, NOT turnover",43210,"2 Clifton Moor Business Village, James Nicolson Link, York, North Yorkshire",YO30 4XG,https://find-and-update.company-information.service.gov.uk/company/04852764,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:51+00:00
BOILERPOINT LTD,13410292,A_CEILING_HIT,"established 2021, total-exemption-full filer",ltd,corporate subscriber,2021-05-20,total-exemption-full,"accounts category, NOT turnover",43220,"Unit 1 The Cam Centre, Wilbury Way, Hitchin, Hertfordshire",SG4 0TW,https://find-and-update.company-information.service.gov.uk/company/13410292,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:53+00:00
AJD ELECTRICS LTD,10722312,A_CEILING_HIT,"established 2017, total-exemption-full filer",ltd,corporate subscriber,2017-04-12,total-exemption-full,"accounts category, NOT turnover",33140; 43210,"30 Meadow Road, Coventry, Warwickshire",CV6 4GU,https://find-and-update.company-information.service.gov.uk/company/10722312,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:53+00:00
KARAM RENOVATION LIMITED,SC574871,A_CEILING_HIT,"established 2017, total-exemption-full filer",ltd,corporate subscriber,2017-08-29,total-exemption-full,"accounts category, NOT turnover",43290; 43330; 43390; 43999,"Flat 0/2 60 Ark Lane, Glasgow",G31 2NG,https://find-and-update.company-information.service.gov.uk/company/SC574871,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:54+00:00
M D P ELECTRICAL SERVICES LIMITED,05712942,A_CEILING_HIT,"established 2006, total-exemption-full filer",ltd,corporate subscriber,2006-02-17,total-exemption-full,"accounts category, NOT turnover",43210,"Lothing House, 7 Quay View Business Park, Barnards Way Lowestoft, Suffolk",NR32 2HD,https://find-and-update.company-information.service.gov.uk/company/05712942,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:55+00:00
A&S ELECTRICAL SERVICES (MIDLANDS) LIMITED,06251485,A_CEILING_HIT,"established 2007, total-exemption-full filer",ltd,corporate subscriber,2007-05-17,total-exemption-full,"accounts category, NOT turnover",43210,"1 Rushbrook Lane, Tanworth In Arden, Solihull, West Midlands",B94 5HW,https://find-and-update.company-information.service.gov.uk/company/06251485,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:38:56+00:00
ELECTRIX CELUTIONS (LINCS) LIMITED,09591552,A_CEILING_HIT,"established 2015, total-exemption-full filer",ltd,corporate subscriber,2015-05-14,total-exemption-full,"accounts category, NOT turnover",43210,"The Old Rectory, Hall Lane, Algarkirk, Lincolnshire",PE20 2HG,https://find-and-update.company-information.service.gov.uk/company/09591552,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:01+00:00
S & H BUILDING SERVICES & PROPERTY MAINTENANCE LIMITED,09093291,A_CEILING_HIT,"established 2014, total-exemption-full filer",ltd,corporate subscriber,2014-06-19,total-exemption-full,"accounts category, NOT turnover",43290,"1-3 Manor Road, Chatham, Kent",ME4 6AE,https://find-and-update.company-information.service.gov.uk/company/09093291,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:02+00:00
ROY GELL ELECTRICAL INSTALLATIONS LTD,12155791,A_CEILING_HIT,"established 2019, total-exemption-full filer",ltd,corporate subscriber,2019-08-14,total-exemption-full,"accounts category, NOT turnover",43210,"37-38 Market Street, Ferryhill",DL17 8JH,https://find-and-update.company-information.service.gov.uk/company/12155791,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:05+00:00
KEVIN KELLY WINDOWS LIMITED,03767485,A_CEILING_HIT,"established 1999, total-exemption-full filer",ltd,corporate subscriber,1999-05-10,total-exemption-full,"accounts category, NOT turnover",25120; 43290; 43342,"Unit D Oaktree Business Park, Limewood Court Seacroft, Leeds, West Yorkshire",LS14 1NF,https://find-and-update.company-information.service.gov.uk/company/03767485,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:07+00:00
LEECH MECHANICAL SERVICES LIMITED,02772557,A_CEILING_HIT,"established 1992, total-exemption-full filer",ltd,corporate subscriber,1992-12-10,total-exemption-full,"accounts category, NOT turnover",43210; 43220; 82990,"Unit 17 Mapledean Works, Maldon Road, Latchingdon, Essex",CM3 6LG,https://find-and-update.company-information.service.gov.uk/company/02772557,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:09+00:00
B. & K. PLUMBING AND HEATING LIMITED,01752405,A_CEILING_HIT,"established 1983, total-exemption-full filer",ltd,corporate subscriber,1983-09-13,total-exemption-full,"accounts category, NOT turnover",43220,"Bridge House, Vicarage Road, Camberley, Surrey",GU17 9AX,https://find-and-update.company-information.service.gov.uk/company/01752405,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:39:15+00:00
