company_name,company_number,avatar,avatar_reason,company_type,pecr_status,incorporated,accounts_filing_category,size_proxy_note,sic_codes,registered_address,postcode,companies_house_url,email,email_source,lawful_basis,source,retrieved_at
JUPITER INTERIOR FITTING LIMITED,11999390,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-05-16,micro-entity,"accounts category, NOT turnover",43290,"Olive Cottage Jack Lane, Weston, Crewe",CW2 5LE,https://find-and-update.company-information.service.gov.uk/company/11999390,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:31+00:00
ZB KITCHEN & BATHROOM LTD,15720069,B_COMPLIANCE_DROWNED,"young (2024), total-exemption-full filer",ltd,corporate subscriber,2024-05-14,total-exemption-full,"accounts category, NOT turnover",43220; 43290; 43320,"Flat 2 St. Davids Church, Osborne Road, Pontypool",NP4 6NN,https://find-and-update.company-information.service.gov.uk/company/15720069,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:31+00:00
NEIL AUGHTON LIMITED,05880613,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2006-07-19,micro-entity,"accounts category, NOT turnover",43220,"3 Crostons Brow, Marshside, Southport, Merseyside",PR9 9QU,https://find-and-update.company-information.service.gov.uk/company/05880613,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:33+00:00
PROFESSIONAL STOVE INSTALLATIONS LTD,12299333,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-11-05,micro-entity,"accounts category, NOT turnover",43290,"71 Wilton Drive, West Monkseaton, Whitley Bay",NE25 9NX,https://find-and-update.company-information.service.gov.uk/company/12299333,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:34+00:00
FIRST DUCT WORKERS LTD,11391120,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-05-31,micro-entity,"accounts category, NOT turnover",43220,"1 Searles Drive, Beckton, London",E6 6NE,https://find-and-update.company-information.service.gov.uk/company/11391120,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:37+00:00
HRH BUILDING CONTRACTORS LTD,11320227,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-04-20,micro-entity,"accounts category, NOT turnover",43210; 43220; 43390; 43910,"Unit 10 Newton Road, The Bell Centre, Crawley, West Sussex",RH10 9FZ,https://find-and-update.company-information.service.gov.uk/company/11320227,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:38+00:00
MERSEY ELECTRICAL LTD,11346812,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-05-04,micro-entity,"accounts category, NOT turnover",43210,"Suite 304 C/O Venture Finance Management, Suite 304, Cotton Exchange, Liverpool",L3 9LQ,https://find-and-update.company-information.service.gov.uk/company/11346812,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:38+00:00
COLIN SHARPE MECHANICAL SERVICES LIMITED,04313493,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2001-10-30,micro-entity,"accounts category, NOT turnover",43290,"59 Tenter Balk Lane, Adwick-Le-Street, Doncaster, South Yorkshire",DN6 7EE,https://find-and-update.company-information.service.gov.uk/company/04313493,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:39+00:00
HALES (SCOTLAND) LIMITED,SC564792,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-05-03,micro-entity,"accounts category, NOT turnover",43210; 43220; 43320; 43330,"2j Second Avenue, Heatherhouse Industrial Estate, Irvine",KA12 8HL,https://find-and-update.company-information.service.gov.uk/company/SC564792,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:40+00:00
MCKINNON ELECTRICAL LTD,SC590091,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-02-28,micro-entity,"accounts category, NOT turnover",43210,"24 Great Southern Road, Aberdeen",AB11 7XU,https://find-and-update.company-information.service.gov.uk/company/SC590091,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:40+00:00
ACR HEATING SOLUTIONS LTD,08056115,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2012-05-03,micro-entity,"accounts category, NOT turnover",43220,"White Gables Fosse Way, Hunningham, Leamington Spa, Warwickshire",CV33 9EG,https://find-and-update.company-information.service.gov.uk/company/08056115,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:45+00:00
HARLEY-JAMES ELECTRICAL SERVICES LTD,12402299,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2020-01-14,micro-entity,"accounts category, NOT turnover",43210,"103 Hurst Street, Oxford",OX4 1HE,https://find-and-update.company-information.service.gov.uk/company/12402299,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:45+00:00
AUTO ASSIST PLUS LTD,11700135,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-11-27,micro-entity,"accounts category, NOT turnover",43210; 45200; 45320,"52 Alexandra Road, Suite 115, Enfield",EN3 7EH,https://find-and-update.company-information.service.gov.uk/company/11700135,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:47+00:00
S G ELECTRICAL (MANCHESTER) LTD,11982005,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-05-07,micro-entity,"accounts category, NOT turnover",43210,"7 Japan Street, Salford",M7 4HP,https://find-and-update.company-information.service.gov.uk/company/11982005,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:49+00:00
HOLLOWAY BATHROOMS PLUMBING CONTRACTORS LIMITED,11923692,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-04-03,micro-entity,"accounts category, NOT turnover",43220; 46740,"The White House 19 Ash Street, Ash, Guildford, Surrey",GU12 6LD,https://find-and-update.company-information.service.gov.uk/company/11923692,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:49+00:00
INNOX KITCHENS & BATHROOMS LTD,11964971,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-04-26,micro-entity,"accounts category, NOT turnover",43220,"Richard Hall House Bridgnorth Road, Wombourne, Wolverhampton",WV5 0AF,https://find-and-update.company-information.service.gov.uk/company/11964971,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:50+00:00
ND PLUMBING SERVICES LIMITED,11925416,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-04-04,micro-entity,"accounts category, NOT turnover",43220,"48 Firsway, Whitchurch",RG28 7HD,https://find-and-update.company-information.service.gov.uk/company/11925416,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:51+00:00
MGEC NORTH WEST LTD,11790012,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-01-28,micro-entity,"accounts category, NOT turnover",43210,"2 The Courtyard, Greenfields Industrial Estate, Congleton, Cheshire",CW12 4TR,https://find-and-update.company-information.service.gov.uk/company/11790012,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:53+00:00
Z J PROPERTY CARE LTD,11806044,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-02-04,micro-entity,"accounts category, NOT turnover",41100; 41201; 41202; 43290,"54 Howbury Road, London",SE15 3HR,https://find-and-update.company-information.service.gov.uk/company/11806044,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:53+00:00
AG PRO PLUMBING LIMITED,SC810475,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2024-05-14,micro-entity,"accounts category, NOT turnover",43220,"Oakfield House 378 Brandon Street, Motherwell, Lanarkshire",ML1 1XA,https://find-and-update.company-information.service.gov.uk/company/SC810475,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:55+00:00
LONDON GAS INSPECTIONS LIMITED,13921760,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2022-02-17,micro-entity,"accounts category, NOT turnover",43220,"5 Royal Avenue, London",SW3 4QE,https://find-and-update.company-information.service.gov.uk/company/13921760,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:57+00:00
ENDEGO LTD,09818841,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2015-10-12,micro-entity,"accounts category, NOT turnover",43290; 43390,"First Floor, 359 High Street, Stratford, London",E15 4QZ,https://find-and-update.company-information.service.gov.uk/company/09818841,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:58+00:00
CRC RAIL LTD,11321076,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-04-20,micro-entity,"accounts category, NOT turnover",42120; 43210,"10 Western Road, Romford, Essex",RM1 3JT,https://find-and-update.company-information.service.gov.uk/company/11321076,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:25:58+00:00
ENERGY BY NATURE UK LTD,10822298,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-06-16,micro-entity,"accounts category, NOT turnover",43220; 46740,"5 Hextall Drive, Ibstock",LE67 6RE,https://find-and-update.company-information.service.gov.uk/company/10822298,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:01+00:00
AJRG ELECTRICAL LIMITED,14690900,B_COMPLIANCE_DROWNED,"young (2023), total-exemption-full filer",ltd,corporate subscriber,2023-02-27,total-exemption-full,"accounts category, NOT turnover",43210,"12 Hatherley Road, Sidcup",DA14 4DT,https://find-and-update.company-information.service.gov.uk/company/14690900,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:02+00:00
PETER MCCLAREY ELECTRICS LIMITED,NI623937,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-04-07,micro-entity,"accounts category, NOT turnover",43210,"32 Ardbeg Drive, Coleraine",BT51 3EQ,https://find-and-update.company-information.service.gov.uk/company/NI623937,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:04+00:00
TRANSFORM GROUP LTD,12531811,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2020-03-24,micro-entity,"accounts category, NOT turnover",41100; 43120; 43290; 43320,"69 Atlantic Road, Birmingham",B44 8LW,https://find-and-update.company-information.service.gov.uk/company/12531811,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:07+00:00
C & L ELECTRICAL SOLUTIONS LTD,11699448,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-11-27,micro-entity,"accounts category, NOT turnover",43210,"3 Havenside Close, Oldham, Lancashire",OL4 2SY,https://find-and-update.company-information.service.gov.uk/company/11699448,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:09+00:00
SCJ ELECTRICAL LIMITED,11360120,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-05-14,micro-entity,"accounts category, NOT turnover",43210,"15 Grove Close, Holt",NR25 6EF,https://find-and-update.company-information.service.gov.uk/company/11360120,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:10+00:00
DUCTEAM LIMITED,05584621,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2005-10-06,micro-entity,"accounts category, NOT turnover",43290,"2 Lakeview Stables, Lower St. Clere Kemsing, Sevenoaks",TN15 6NL,https://find-and-update.company-information.service.gov.uk/company/05584621,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:13+00:00
ATLAS MECHANICAL SERVICES LIMITED,NI653567,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-06-08,micro-entity,"accounts category, NOT turnover",43220,"50 Westway Crescent Ballygomartin, Belfast",BT13 3NU,https://find-and-update.company-information.service.gov.uk/company/NI653567,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:15+00:00
ROSEMOUNT INDUSTRIAL LIMITED,SC542816,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2016-08-16,micro-entity,"accounts category, NOT turnover",43210,"42 Dudhope Crescent Road, Dundee",DD1 5RR,https://find-and-update.company-information.service.gov.uk/company/SC542816,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:18+00:00
W F ELECTRICAL SOLUTIONS LIMITED,10770880,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-05-15,micro-entity,"accounts category, NOT turnover",43210,"Flat K, 5 Gloucester Street, London",SW1V 2DB,https://find-and-update.company-information.service.gov.uk/company/10770880,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:20+00:00
ABRUCE POWER LTD,SC549380,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2016-11-03,micro-entity,"accounts category, NOT turnover",43210,"167 Turnhill Drive, Erskine, Erskine, Renfrewshire",PA8 7EY,https://find-and-update.company-information.service.gov.uk/company/SC549380,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:20+00:00
MK FIRE PROTECTION ENGINEERS LTD,SC532560,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2016-04-13,micro-entity,"accounts category, NOT turnover",43210,"Suite 341 4th Floor 93 Hope Street, Glasgow",G2 6LD,https://find-and-update.company-information.service.gov.uk/company/SC532560,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:21+00:00
LONDON CIRCUITS LTD,10125810,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2016-04-14,micro-entity,"accounts category, NOT turnover",43210,"315 Wrotham Road, Istead Rise, Gravesend",DA13 9JH,https://find-and-update.company-information.service.gov.uk/company/10125810,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:23+00:00
TD ELECTRICS LIMITED,SC389225,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2010-11-22,micro-entity,"accounts category, NOT turnover",43210,"24 Sunart Road, Bishopbriggs, Glasgow",G64 1HN,https://find-and-update.company-information.service.gov.uk/company/SC389225,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:26+00:00
IVERS ELECTRICAL LTD,SC418771,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2012-03-07,micro-entity,"accounts category, NOT turnover",43210,"7 Berryden Park, Aberdeen",AB25 3RT,https://find-and-update.company-information.service.gov.uk/company/SC418771,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:27+00:00
W. JAMES CAMPBELL LIMITED,SC290652,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2005-09-22,micro-entity,"accounts category, NOT turnover",43220,"20 Barnton Street, Stirling, Stirlingshire",FK8 1NE,https://find-and-update.company-information.service.gov.uk/company/SC290652,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:27+00:00
FIRTH ELECTRICAL AND PROPERTY SERVICES LIMITED,SC389361,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2010-11-23,micro-entity,"accounts category, NOT turnover",43210,"103 Glasgow Road, Bathgate, West Lothian",EH48 2QN,https://find-and-update.company-information.service.gov.uk/company/SC389361,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:29+00:00
NWR ELECTRICAL PERTH LIMITED,SC585677,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-01-15,micro-entity,"accounts category, NOT turnover",43210,"42 Dudhope Crescent Road, Dundee",DD1 5RR,https://find-and-update.company-information.service.gov.uk/company/SC585677,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:30+00:00
GMCL CONTRACTS LTD,SC587135,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-01-29,micro-entity,"accounts category, NOT turnover",43210,"Flat 0/3, 9 Oatlands Square, Glasgow",G5 0GZ,https://find-and-update.company-information.service.gov.uk/company/SC587135,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:31+00:00
INFINITI BATHROOMS LTD,SC583002,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-12-04,micro-entity,"accounts category, NOT turnover",43220,"42 Dudhope Crescent Road, Dundee",DD1 5RR,https://find-and-update.company-information.service.gov.uk/company/SC583002,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:31+00:00
S MALONEY ELECTRICAL LTD,SC559990,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-03-09,micro-entity,"accounts category, NOT turnover",43210,"164 Sandpiper Drive Sandpiper Drive, East Kilbride",G75 8UW,https://find-and-update.company-information.service.gov.uk/company/SC559990,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:33+00:00
C BUILD CONTRACTS LTD,SC557752,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-02-15,micro-entity,"accounts category, NOT turnover",43290,"505 Great Western Road, Glasgow",G12 8HN,https://find-and-update.company-information.service.gov.uk/company/SC557752,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:34+00:00
LTV LIGHTING LTD,10643043,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-02-28,micro-entity,"accounts category, NOT turnover",43210,"121 Carr Head Lane, Poulton-Le-Fylde",FY6 8EG,https://find-and-update.company-information.service.gov.uk/company/10643043,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:35+00:00
REL FIRE SYSTEMS LIMITED,SC610414,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-10-09,micro-entity,"accounts category, NOT turnover",43210,"63 Harvest Drive, Motherwell",ML1 2RT,https://find-and-update.company-information.service.gov.uk/company/SC610414,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:39+00:00
AMG CONSTRUCTION SPECIALISTS LTD,SC621694,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2019-02-19,micro-entity,"accounts category, NOT turnover",43290,"28 Craigentinny Avenue North, Edinburgh",EH6 7LJ,https://find-and-update.company-information.service.gov.uk/company/SC621694,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:40+00:00
OSBISTON ELECTRICAL SERVICES LIMITED,09018436,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-04-30,micro-entity,"accounts category, NOT turnover",43210,"Five Ways, 57/59 Hatfield Road, Potters Bar, Hertfordshire",EN6 1HS,https://find-and-update.company-information.service.gov.uk/company/09018436,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:43+00:00
OXFORD INSTALLATIONS LTD,10846997,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2017-07-03,micro-entity,"accounts category, NOT turnover",43210,"23 Nash Road, Upper Heyford, Bicester, Oxfordshire",OX25 5BL,https://find-and-update.company-information.service.gov.uk/company/10846997,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:44+00:00
ECOHANCE GROUP LTD,SC769185,B_COMPLIANCE_DROWNED,"young (2023), total-exemption-full filer",ltd,corporate subscriber,2023-05-12,total-exemption-full,"accounts category, NOT turnover",43210,"109/14 Swanston Road, Edinburgh",EH10 7DS,https://find-and-update.company-information.service.gov.uk/company/SC769185,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:47+00:00
MAINTENANCE LONDON LIMITED,14300790,B_COMPLIANCE_DROWNED,"young (2022), total-exemption-full filer",ltd,corporate subscriber,2022-08-17,total-exemption-full,"accounts category, NOT turnover",43220; 43390; 70229,"M S R House, 329 Ley Street, Ilford",IG1 4AA,https://find-and-update.company-information.service.gov.uk/company/14300790,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:48+00:00
GREENTECH-EU LIMITED,SC482763,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-07-23,micro-entity,"accounts category, NOT turnover",43220,"Suite 3 Castle House, Baker Street, Stirling",FK8 1AL,https://find-and-update.company-information.service.gov.uk/company/SC482763,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:53+00:00
A1 AUTOMATIC GATES LIMITED,SC466736,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-01-07,micro-entity,"accounts category, NOT turnover",43290,"130 Drummore Road, Glasgow",G15 7NJ,https://find-and-update.company-information.service.gov.uk/company/SC466736,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:54+00:00
SCOTT MCDADE LTD,SC508684,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2015-06-18,micro-entity,"accounts category, NOT turnover",33170; 43210,"9 9 Mansel Street, Glasgow",G21 4JJ,https://find-and-update.company-information.service.gov.uk/company/SC508684,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:55+00:00
FERRY PLUMBING & HEATING LTD,SC493853,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-12-22,micro-entity,"accounts category, NOT turnover",43220,"40/42 Brantwood Avenue, Dundee",DD3 6EW,https://find-and-update.company-information.service.gov.uk/company/SC493853,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:56+00:00
WESTFIELD PLUMBING-HEATING SERVICES LTD,SC472758,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2014-03-18,micro-entity,"accounts category, NOT turnover",43220,"5 Westerdale, Stewartfield, Eastkilbride",G74 4JF,https://find-and-update.company-information.service.gov.uk/company/SC472758,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:57+00:00
REBELI ELECTRICAL LTD,SC451621,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2013-06-05,micro-entity,"accounts category, NOT turnover",43210,"24 Montreal Park Westwood, East Kilbride",G75 8LB,https://find-and-update.company-information.service.gov.uk/company/SC451621,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:57+00:00
JM HUTT SERVICES LIMITED,SC462362,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2013-10-28,micro-entity,"accounts category, NOT turnover",09100; 43210,"25 Adam Drive, Dundee",DD3 0SS,https://find-and-update.company-information.service.gov.uk/company/SC462362,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:58+00:00
MG TECHNICAL LIMITED,SC509029,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2015-06-22,micro-entity,"accounts category, NOT turnover",43210,"54 Pleaknowe Crescent, Chryston, Glasgow",G69 0LQ,https://find-and-update.company-information.service.gov.uk/company/SC509029,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:59+00:00
MCMILLAN'S PROPERTY MAINTENANCE LTD,SC606937,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-08-31,micro-entity,"accounts category, NOT turnover",43290; 43320; 43341,"60 Main Street, Ayr",KA8 8EF,https://find-and-update.company-information.service.gov.uk/company/SC606937,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:26:59+00:00
TDH RIGGING & ACCESS LTD,SC606812,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-08-30,micro-entity,"accounts category, NOT turnover",43290,"93 Etive Cresc, Bishopbriggs, Glasgow",G64 1EY,https://find-and-update.company-information.service.gov.uk/company/SC606812,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:27:00+00:00
M & G BROWN ELECTRICAL LTD,SC599984,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-06-14,micro-entity,"accounts category, NOT turnover",43210,"24 Cranbrooke Drive, Glasgow",G20 0LX,https://find-and-update.company-information.service.gov.uk/company/SC599984,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:27:01+00:00
JM LIFTING AND RIGGING SERVICES LTD,SC603798,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-07-27,micro-entity,"accounts category, NOT turnover",43290,"15 St Clair Terrace, Kirkcaldy",KY1 2YJ,https://find-and-update.company-information.service.gov.uk/company/SC603798,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:27:02+00:00
CKA ELECTRICAL SERVICES LIMITED,SC603664,B_COMPLIANCE_DROWNED,micro filer (micro-entity),ltd,corporate subscriber,2018-07-26,micro-entity,"accounts category, NOT turnover",43210,"9 Glamis Place, Elgin",IV30 8UJ,https://find-and-update.company-information.service.gov.uk/company/SC603664,,TO BE ENRICHED — not held by Companies House,legitimate interests (LIA required before contact),Companies House public API,2026-07-12T04:27:03+00:00
