priority,relationship,company_name,company_number,avatar,avatar_reason,trade_or_sic,region,incorporated,accounts_filing_category,registered_address,postcode,companies_house_url,source,notes
1 — WARM (contact first),warm — existing KEYIS supply chain,JYM Partnership LLP,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Jack Waghorn,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Crane Hire & Lifting,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Jax Mech Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,John Wade Groundworks Ltd- T/A Wade Group,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Jones & Woolman UK Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fabrication,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,K2 Heating And Cooling Solutions Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork & Ancillaries,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Kinetic Systems Support Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Control Panels/ BMS,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Knight Controls Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Design / Consultants,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Koolsolutions Air Conditioning & Ventilation Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork & Ancillaries,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,LGW Solutions Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,LPC Switchgear Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Lantern Fire Protection,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Door Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Learnd Uk Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Letman Group Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Lighting Protecion,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Lightning Defence Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Loxton Installations Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Lucion Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Asbestos,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Lyndon SGB,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Crane Hire & Lifting,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,M&C Construction NE Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,MAC Ventilation Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork/ Ventilation,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,MGA Crane Hire Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Crane Hire & Lifting,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,MLR Networks Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,MOTTS Electrical Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,MRM Cables,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,MSL Cabling Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Data,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Maintech Power Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Marlowe Fire & Security,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Matrix Fire and Secuirty,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Maval Electrical & Mechanical Engineering Co Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,McIntyre Compliance Services,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Mick Ward (Heating & Plumbing) Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Heating and Plumbing,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Midan Fire Engineering Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Multimedia Integrated Solutions Limited (MIS Ltd),,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,NCCT,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,NSS Maintenance,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Networx3 Group Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Data,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,New Era Commissioning Specialists Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Commissioning,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,North Cheshire Holdings,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,North West Renewables Ltd- upd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Northern Cable Installations Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Northern Switchgear Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Octave Design Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Design / Consultants,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Octopus Cabling Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Omega Red Group,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Onsite Coatings,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Decorating,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Open Protocol technology Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Orange Soultions Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Heating and Plumbing,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,PFC Engineering,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,PFC Maintenance,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,PJA Technical Consult,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Design / Consultants,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,PSS Electrical Engineering Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,PTSG Electrical Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Lightning Protection,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Pacific Fire & Security,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Peaceward Building Services,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Penine Electrical,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Permicoat Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Phoenix Network Communications Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Pickerings Europe Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Crane Hire & Lifting,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Pioneer Enginerring Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Pipe Right Mehcanical Services,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Plant Group Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Polar Isolations Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Power Contractors Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Power Systems UK Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Premier Plant and Civil Engineering UK Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Primary Water Group,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Commissioning & Water Treatment,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Primary Water Installations,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Procraft Flooring,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Floor Specialists,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Professional Communications Solutions LTD,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Progress Fire and Security Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Protec Fire Detection PLC,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Quartzelec Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,R&M Construction Services T/A R&M Lighting,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,RCS,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork & Ancillaries,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,RJ Urmson - National Hygiene Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Commissioning,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,RMW Electrical Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Refrigeration & AC,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork & Ancillaries,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Relocatable Building Systems Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Rentokil Initial UK T/A Rentokil Specialist Hygiene Services,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Hygiene Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Rhodar Industrial Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Asbestos,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Roomfoss,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,S J Kavanagh Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,S&H Group,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SG Associates Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SJM Joinery Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Joinery,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,SMJ Engineering Services Nw Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SR Building Services Consultants Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Design / Consultants,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SR Electrical Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SS Systems Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,SSE Energy Solutions,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SSL Electrical Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,ST Heating Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SURVEY OPERATIONS LIMITED,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Design / Consultants,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,SW Switchgear,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Santon Lighting Protection Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Lightning Protection,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Sants Fabrications LTD,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Commissioning & Water Treatment,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Scutum Uk Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Seal Mechanical Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Secure Line Solutions Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fabrication,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Security & Electrical Installations Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,See Tech,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Select Technology Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Shore Mechanical Services Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Site Solutions Engineering Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Sitewatch Fire & Surveillance Ltd / Clearway Fire & Security,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Slaters Electricals Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Smart Flow NE Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Snowdonia Fire Protection Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Socotec UK Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Piped Services,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Solar Advanced Systems T/A SAS Energy,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Solarfold Aluminium System Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Building/Civils,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Specialist Power Engineering Contracts Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,NW,,,,,,KEYIS Subcontractor H&S Register (NW),Main register
1 — WARM (contact first),warm — existing KEYIS supply chain,Specialist Ventilation Services,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Ductwork/ Ventilation,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Spectrum Fire UK Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,"Spraybooth Service, Maintenance, Repairs",,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Steelway Fensecure Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fabrication,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Stellar Network Solutions Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Telecommunications,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Storm Lightning Protection Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Lightning Protection,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Stratos Controls,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Controls,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Sudlows Enterprise Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Electrical Subcontractors,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Switchserve Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Switchgear,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
1 — WARM (contact first),warm — existing KEYIS supply chain,Syncro CST Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Syncro Fire and Security Ltd,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,TJO Group,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Maintenance,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,Tameside Fire Protection Services Limited,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,NW,,,,,,KEYIS Subcontractor H&S Register (NW),
1 — WARM (contact first),warm — existing KEYIS supply chain,TecServUK,,PENDING_CLASSIFICATION,KEYIS supply chain · CH classification pending,Fire & Security,Main,,,,,,KEYIS Subcontractor H&S Register (Main),
